epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,122856,0.1146,0.09031,0.8267,0.99737,0.98988,0.99497,0.99101,0.12926,0.08272,0.79237,0.0008425,0.0008425,0.0008425
187,123418,0.11393,0.08889,0.82723,0.99741,0.98999,0.99497,0.99077,0.12925,0.08282,0.79249,0.000793,0.000793,0.000793
188,123981,0.11312,0.08961,0.82701,0.99741,0.98997,0.99497,0.99088,0.1293,0.08271,0.7927,0.0007435,0.0007435,0.0007435
189,124552,0.11311,0.08869,0.82577,0.99758,0.98973,0.99497,0.99089,0.12932,0.08272,0.79278,0.000694,0.000694,0.000694
190,125131,0.11199,0.08666,0.82592,0.99758,0.98979,0.99497,0.99097,0.12913,0.08223,0.79276,0.0006445,0.0006445,0.0006445
191,125713,0.07981,0.06183,0.76753,0.99456,0.9928,0.99497,0.99094,0.12886,0.08193,0.79255,0.000595,0.000595,0.000595
192,126283,0.07891,0.0609,0.76914,0.99467,0.99289,0.99497,0.99086,0.1286,0.08148,0.79248,0.0005455,0.0005455,0.0005455
193,127041,0.07721,0.05894,0.76624,0.99484,0.99306,0.99497,0.99101,0.12836,0.08118,0.79227,0.000496,0.000496,0.000496
194,127637,0.07707,0.05817,0.76883,0.99515,0.99314,0.99497,0.99108,0.12819,0.08087,0.79209,0.0004465,0.0004465,0.0004465
195,128202,0.07473,0.05646,0.76911,0.99712,0.99091,0.99497,0.99105,0.12797,0.08083,0.79192,0.000397,0.000397,0.000397
196,128769,0.07497,0.05656,0.76632,0.9972,0.99108,0.99497,0.99117,0.12781,0.08096,0.79181,0.0003475,0.0003475,0.0003475
